Wavelength Trans 
nm % 
480 59,4688110887961 
480,2 59,3239075842264 
480,4 58,6946759723671 
480,6 58,9723103759253 
480,8 59,616888896898 
481 59,6285458588659 
481,2 59,6272108137856 
481,4 59,7676932157272 
481,6 59,3472594129477 
481,8 58,6403549190162 
482 59,5098331044044 
482,2 59,6930456535275 
482,4 59,3932523503774 
482,6 59,356090576749 
482,8 59,6671092523592 
483 58,9127085553094 
483,2 58,9453523939124 
483,4 58,7270953604239 
483,6 58,8479415996228 
483,8 59,1124233962651 
484 59,0304588107134 
484,2 58,5389675309813 
484,4 58,100716545751 
484,6 58,4134371264629 
484,8 58,9708979023219 
485 58,3627666192052 
485,2 58,8230154156171 
485,4 58,9310029949125 
485,6 58,4643704856048 
485,8 58,8539697138259 
486 59,0051146789044 
486,2 59,2626078774164 
486,4 58,9108002340366 
486,6 58,4784771794503 
486,8 58,738861681435 
487 58,3229264431562 
487,2 58,1731859564018 
487,4 58,9165421145598 
487,6 58,6185695114061 
487,8 59,0832617944756 
488 59,1842426194942 
488,2 58,4952789747092 
488,4 58,5358980371876 
488,6 58,4497831126205 
488,8 58,5547364918995 
488,999999999999 58,5166294191029 
489,199999999999 58,2909254355534 
489,399999999999 58,3345968745819 
489,599999999999 58,2991242800297 
489,799999999999 58,3885999914081 
489,999999999999 58,7190094529063 
490,199999999999 58,7362832782501 
490,399999999999 58,4435824385787 
490,599999999999 58,4129447185595 
490,799999999999 58,5515835393071 
490,999999999999 58,2611235491138 
491,199999999999 58,3324619937311 
491,399999999999 58,3699262990232 
491,599999999999 58,1229142743046 
491,799999999999 58,4278523055441 
491,999999999999 58,4451781803202 
492,199999999999 58,2685585356777 
492,399999999999 57,9895298241666 
492,599999999999 58,2384355703748 
492,799999999999 58,3843777820759 
492,999999999999 58,226170197611 
493,199999999999 58,6641138116071 
493,399999999999 58,6447443592702 
493,599999999999 58,3541812704105 
493,799999999999 58,0566550951234 
493,999999999999 58,0513161906177 
494,199999999999 58,3368237145607 
494,399999999999 58,1776328309735 
494,599999999999 57,9774535714862 
494,799999999999 57,4536690848991 
494,999999999999 57,4662875154969 
495,199999999999 58,0019702423674 
495,399999999999 58,1654304374753 
495,599999999999 58,2475493012866 
495,799999999999 57,8882520732157 
495,999999999999 57,5819924685146 
