Wavelength Trans 
nm % 
480 30,760546070958 
480,2 30,6252995299711 
480,4 30,4927276783038 
480,6 30,3608228861201 
480,8 30,2078021330723 
481 30,0719538096064 
481,2 29,9421090717015 
481,4 29,8241772418331 
481,6 29,6860301909227 
481,8 29,5446487615945 
482 29,4179359603079 
482,2 29,2824801519532 
482,4 29,1470033115268 
482,6 29,0142608128407 
482,8 28,8873040153241 
483 28,7512506235848 
483,2 28,6156903923079 
483,4 28,4801091046015 
483,6 28,347320630381 
483,8 28,2203687622063 
484 28,0875394800132 
484,2 27,9633622349953 
484,4 27,8363509448179 
484,6 27,7062758295341 
484,8 27,5878995202317 
485 27,4519869256268 
485,2 27,3243278639001 
485,4 27,2143985475303 
485,6 27,0785923562938 
485,8 26,9456388070023 
486 26,8270338131317 
486,2 26,714157441864 
486,4 26,575396360062 
486,6 26,4567342367915 
486,8 26,3294303779488 
487 26,2191844810707 
487,2 26,0885729358544 
487,4 25,9755870694167 
487,6 25,8596503407853 
487,8 25,7351257837411 
488 25,6135155899484 
488,2 25,4975236259467 
488,4 25,3788102135098 
488,6 25,2713543879517 
488,8 25,1467355884005 
488,999999999999 25,0248872890378 
489,199999999999 24,9083260008662 
489,399999999999 24,7866426841494 
489,599999999999 24,673477767034 
489,799999999999 24,5633534682788 
489,999999999999 24,4527803167917 
490,199999999999 24,3226156702145 
490,399999999999 24,2124657325355 
490,599999999999 24,1138137208026 
490,799999999999 24,0116893876807 
490,999999999999 23,8903271696391 
491,199999999999 23,7961128047578 
491,399999999999 23,665944595189 
491,599999999999 23,5557434122999 
491,799999999999 23,4478854444111 
491,999999999999 23,3261252731819 
492,199999999999 23,2158687124781 
492,399999999999 23,1140643881421 
492,599999999999 23,006134288038 
492,799999999999 22,893461567536 
492,999999999999 22,8022741517329 
493,199999999999 22,6831124344257 
493,399999999999 22,5781088352571 
493,599999999999 22,4708976671951 
493,799999999999 22,3742768666322 
493,999999999999 22,2608033049783 
494,199999999999 22,159767650706 
494,399999999999 22,0799367331572 
494,599999999999 21,9664106874831 
494,799999999999 21,859095746515 
494,999999999999 21,7653531645354 
495,199999999999 21,669285439732 
495,399999999999 21,5839579552427 
495,599999999999 21,4818838231314 
495,799999999999 21,386140675394 
495,999999999999 21,2975943893945 
496,199999999999 21,1871028857901 
496,399999999999 21,0944863039711 
496,599999999999 21,0206136016835 
496,799999999999 20,9268125829952 
496,999999999999 20,8308666332646 
497,199999999999 20,7450044367421 
497,399999999999 20,6524861213237 
497,599999999999 20,5751966674629 
497,799999999999 20,4729460143579 
497,999999999999 20,3739130162853 
498,199999999999 20,2896508389125 
498,399999999999 20,2123057349116 
498,599999999999 20,116461936256 
498,799999999999 20,0404770751243 
498,999999999999 19,9694524686485 
499,199999999999 19,8866278893263 
499,399999999999 19,7958104917693 
499,599999999999 19,7082402332971 
499,799999999999 19,6287946058993 
499,999999999999 19,5459287234568 
500,199999999999 19,4646706687348 
500,399999999999 19,4049066456981 
500,599999999999 19,3302756202179 
500,799999999999 19,2456899871778 
500,999999999999 19,1808450628932 
501,199999999999 19,1107230185487 
501,399999999999 19,0213628366276 
501,599999999999 18,9648402291061 
501,799999999999 18,9016001073701 
501,999999999999 18,8252791182764 
502,199999999999 18,7605170880466 
502,399999999999 18,7006053102894 
502,599999999999 18,6324699461337 
502,799999999999 18,5576131446713 
502,999999999999 18,4762993793391 
503,199999999999 18,4195073865356 
503,399999999999 18,3629080557848 
503,599999999999 18,3063009061168 
503,799999999999 18,2462708807926 
503,999999999999 18,1814864495982 
504,199999999999 18,1180239797115 
504,399999999999 18,048474968089 
504,599999999999 17,9999896302079 
504,799999999999 17,9467501679114 
504,999999999999 17,8947334539009 
505,199999999999 17,8331902782609 
505,399999999999 17,7846187265591 
505,599999999999 17,727932458959 
505,799999999999 17,6712383545055 
505,999999999999 17,6249631466381 
506,199999999999 17,5925831329421 
506,399999999998 17,5358679111368 
506,599999999998 17,4721922477035 
506,799999999998 17,4061912067598 
506,999999999998 17,3690838884105 
507,199999999998 17,3237692994282 
507,399999999998 17,282141381494 
507,599999999998 17,2414924398107 
507,799999999998 17,1917968594956 
507,999999999998 17,1511360438933 
508,199999999998 17,1014273364306 
508,399999999998 17,0642910802606 
508,599999999998 17,0190912434433 
508,799999999998 16,9773705601585 
508,999999999998 16,9472337701671 
509,199999999998 16,9180206882984 
509,399999999998 16,8763938554758 
509,599999999998 16,8391669018409 
509,799999999998 16,7975130944252 
509,999999999998 16,7638349720562 
510,199999999998 16,7301523419936 
510,399999999998 16,703658937319 
510,599999999998 16,689576737896 
510,799999999998 16,663836346233 
510,999999999998 16,6373332218995 
511,199999999998 16,619529860947 
511,399999999998 16,5931362367088 
511,599999999998 16,5826402307326 
511,799999999998 16,5684862249321 
511,999999999998 16,5463786823429 
512,199999999998 16,5352394300372 
512,399999999998 16,5369848174999 
512,599999999998 16,525843443553 
512,799999999998 16,5275534259832 
512,999999999998 16,5090762771796 
513,199999999998 16,509718141349 
513,399999999998 16,5191854910605 
513,599999999999 16,500779662347 
513,799999999999 16,5014210989856 
513,999999999999 16,5220419145223 
514,199999999999 16,5273308306382 
514,399999999999 16,5205384319272 
514,599999999999 16,5328577938848 
514,799999999999 16,5538401229325 
514,999999999999 16,547106234391 
515,199999999999 16,5482154049685 
515,399999999999 16,5493247239944 
515,599999999999 16,5542116736078 
515,799999999999 16,5669448180368 
515,999999999999 16,5721236923255 
516,199999999999 16,565388319087 
516,399999999999 16,5702776557366 
516,599999999999 16,5792383592813 
516,799999999999 16,5765168812616 
516,999999999999 16,5736755316634 
517,199999999999 16,57490299615 
517,399999999999 16,5565937270424 
517,599999999999 16,5499122979134 
517,8 16,5471841931681 
518 16,5328238646529 
518,2 16,5183458001054 
518,4 16,5194560661133 
518,6 16,5127730835679 
518,8 16,4828155311218 
519 16,449073203444 
519,2 16,434642315891 
519,4 16,4202681994152 
519,6 16,4213704885003 
519,8 16,4068870938013 
520 16,365363854744 
520,2 16,347178046101 
520,4 16,3482175511137 
520,6 16,3259955127662 
520,8 16,3117614142579 
521 16,3049766119 
521,2 16,2867797425237 
521,4 16,256468882893 
521,6 16,2333742416162 
521,8 16,2242536425197 
522 16,2174603989307 
522,200000000001 16,2032137534589 
522,400000000001 16,1922860775015 
522,600000000001 16,1665000458803 
522,800000000001 16,1599927171187 
523,000000000001 16,1611162620871 
523,200000000001 16,1582196121064 
523,400000000001 16,1597516103277 
523,600000000001 16,1640793837307 
523,800000000001 16,1423018189542 
524,000000000001 16,1434245229147 
524,200000000001 16,1445493296364 
524,400000000001 16,1456760142106 
524,600000000001 16,163121599105 
524,800000000001 16,1904782277534 
525,000000000001 16,1881070540059 
525,200000000001 16,2008941848998 
525,400000000001 16,221846572915 
525,600000000001 16,2538805983859 
525,800000000001 16,2660912613245 
526,000000000001 16,2842625633829 
526,200000000001 16,3349095293715 
526,400000000001 16,3518537128088 
526,600000000002 16,372183156143 
526,800000000002 16,397416427457 
527,000000000002 16,4369456839012 
527,200000000002 16,4697132294636 
527,400000000002 16,5175388894139 
527,600000000002 16,5695144309361 
527,800000000002 16,6208025449266 
528,000000000002 16,6612950883687 
528,200000000002 16,7049449783924 
528,400000000002 16,7453326664345 
528,600000000002 16,7931975311843 
528,800000000002 16,8494757297869 
529,000000000002 16,9207069522978 
529,200000000002 16,987744182498 
529,400000000002 17,0347044887489 
529,600000000002 17,0928849133487 
529,800000000002 17,1983467033574 
530,000000000002 17,2685729233259 
530,200000000002 17,316217681292 
530,400000000002 17,3809228825157 
530,600000000002 17,4582503730086 
530,800000000002 17,5229700663686 
531,000000000003 17,6173714867873 
531,200000000003 17,7075182385176 
531,400000000003 17,7859901436567 
531,600000000003 17,8528942443721 
531,800000000003 17,9167881593978 
532,000000000003 17,9921872420467 
532,200000000003 18,0619840494948 
532,400000000003 18,118348303281 
532,600000000003 18,1894454468283 
532,800000000003 18,2648752046715 
533,000000000003 18,3476772424328 
533,200000000003 18,4175116849502 
533,400000000003 18,482737144021 
533,600000000003 18,5643991164761 
533,800000000003 18,6150816611111 
534,000000000003 18,6686936499217 
534,200000000003 18,7252332093773 
534,400000000003 18,7510837822948 
534,600000000003 18,790092666373 
534,800000000003 18,8276445654636 
535,000000000003 18,87397139094 
535,200000000003 18,91605221667 
535,400000000004 18,9785765740314 
535,600000000004 19,0195200071568 
535,800000000004 19,0580484220051 
536,000000000004 19,094163905944 
536,200000000004 19,1036075598254 
536,400000000004 19,0828672852178 
536,600000000004 19,0794412804286 
536,800000000004 19,068760216968 
537,000000000004 19,0669718102958 
537,200000000004 19,0841879285672 
537,400000000004 19,1131964907926 
537,600000000004 19,1493303859794 
537,800000000004 19,1809617709684 
538,000000000004 19,1918781938447 
538,200000000004 19,1721854255428 
538,400000000004 19,1335849185355 
538,600000000004 19,092287969481 
538,800000000004 19,0672018000255 
539,000000000004 19,0564931103431 
539,200000000004 19,0549044053748 
539,400000000004 19,0813341532272 
539,600000000004 19,1291958150284 
539,800000000005 19,1770581674812 
540,000000000005 19,2066357423997 
540,200000000005 19,2030522352658 
540,400000000005 19,1831877542416 
540,600000000005 19,1490314622939 
540,800000000005 19,1239876547402 
541,000000000005 19,1085936001158 
541,200000000005 19,1092809704894 
541,400000000005 19,1454072892803 
541,600000000005 19,1907933729154 
541,800000000005 19,2503611148824 
542,000000000005 19,3053064598182 
542,200000000005 19,3531682097912 
542,400000000005 19,3871479286892 
542,600000000005 19,385929061288 
542,800000000005 19,3727920911907 
543,000000000005 19,3644090265547 
543,200000000005 19,3654028953548 
543,400000000005 19,4015608867438 
543,600000000005 19,4471006213577 
543,800000000005 19,5207798518616 
544,000000000005 19,6155683006463 
544,200000000006 19,6962972582728 
